,beta,p_perm,p_perm_fdr0.05,type,color
FGFR1OP2,-0.0001613780563604094,0.1394,False,nosig,grey
LY6G5B,-0.00016139414311767676,0.3006,False,nosig,grey
ZMYM1,-0.00016140113075334287,0.5944,False,nosig,grey
RBL1,-0.000161417101215591,0.3921,False,nosig,grey
ARL2,-0.0001614229550538416,0.3627,False,nosig,grey
PIGK,-0.000161437094693955,0.2396,False,nosig,grey
PALLD,-0.0001614861554282396,0.613,False,nosig,grey
N4BP1,-0.00016149415527483494,0.0834,False,nosig,grey
C9orf139,-0.00016152022337877022,0.3131,False,nosig,grey
ABCF3,-0.0001615473503356046,0.2636,False,nosig,grey
THBS4,-0.00016155473660824402,0.379,False,nosig,grey
CAVIN3,-0.00016156610856897288,0.3496,False,nosig,grey
ACTA2,-0.00016164236044330602,0.5566,False,nosig,grey
NRARP,-0.00016166950641756606,0.5278,False,nosig,grey
RPL10A,-0.00016167710333531247,0.2318,False,nosig,grey
EIF4A2,-0.00016169503310499233,0.103,False,nosig,grey
MAFF,-0.00016169690871633242,0.4832,False,nosig,grey
SRCAP,-0.00016173306052394868,0.5072,False,nosig,grey
NDNF,-0.0001620002200357692,0.5854,False,nosig,grey
SH3PXD2A,-0.00016201005523759017,0.3283,False,nosig,grey
RP2,-0.00016209213707961387,0.1732,False,nosig,grey
ZNF483,-0.00016209292462346253,0.3642,False,nosig,grey
ITIH4,-0.0001621327153271717,0.1189,False,nosig,grey
TMEM135,-0.00016218847692547338,0.3768,False,nosig,grey
XIRP1,-0.00016220315900600487,0.056,False,nosig,grey
ZNF280C,-0.0001624070949648591,0.5881,False,nosig,grey
RCN3,-0.0001624153533620993,0.6376,False,nosig,grey
PNPLA3,-0.00016248007532551888,0.5015,False,nosig,grey
LINC01315,-0.00016250712104689865,0.577,False,nosig,grey
PDE6H,-0.00016255534508678046,0.537,False,nosig,grey
FAM89B,-0.00016257621649883803,0.174,False,nosig,grey
FTMT,-0.00016270167064854664,0.4197,False,nosig,grey
IL26,-0.00016271852807036842,0.5008,False,nosig,grey
TMEM216,-0.0001627250661152037,0.3469,False,nosig,grey
L3MBTL1,-0.00016276956845513667,0.4657,False,nosig,grey
EMBP1,-0.00016278066051051787,0.4986,False,nosig,grey
GOLGA6C,-0.0001628627531818679,0.1231,False,nosig,grey
SNHG7,-0.00016288585119883997,0.4544,False,nosig,grey
TGIF1,-0.0001629015232057314,0.554,False,nosig,grey
LAPTM5,-0.00016296656164581998,0.5498,False,nosig,grey
CPNE7,-0.00016299648964406287,0.5413,False,nosig,grey
MORN2,-0.00016301570409304737,0.1985,False,nosig,grey
CYP3A43,-0.0001630471447239864,0.5953,False,nosig,grey
GPM6A,-0.0001630962835182185,0.1156,False,nosig,grey
EXOC7,-0.0001631098368955619,0.3398,False,nosig,grey
ADAMTS5,-0.00016312116315093052,0.3276,False,nosig,grey
LOC100128361,-0.00016319963449316807,0.3435,False,nosig,grey
CEP170,-0.00016326910171575736,0.28,False,nosig,grey
PIWIL4,-0.00016332791673721552,0.343,False,nosig,grey
NDUFV2,-0.00016357273931982345,0.0859,False,nosig,grey
CDR2L,-0.00016366053108642976,0.2128,False,nosig,grey
NOP58,-0.00016371965581343597,0.2542,False,nosig,grey
ACYP1,-0.00016372616557211946,0.3381,False,nosig,grey
CDC34,-0.0001637354016512006,0.2706,False,nosig,grey
PRSS56,-0.00016376591068482647,0.1358,False,nosig,grey
OGFOD3,-0.00016384209838726468,0.3279,False,nosig,grey
PIN4,-0.00016386213944288928,0.4284,False,nosig,grey
JAK2,-0.00016389480803333584,0.3832,False,nosig,grey
DCLRE1C,-0.00016392528099029764,0.3421,False,nosig,grey
C5orf56,-0.00016394140955540854,0.5279,False,nosig,grey
SYT14,-0.00016396756739955523,0.4895,False,nosig,grey
S100A4,-0.00016401449357723985,0.6415,False,nosig,grey
SCMH1,-0.0001641122456369149,0.3799,False,nosig,grey
DECR1,-0.0001641838988438797,0.1067,False,nosig,grey
PI4K2A,-0.00016425178258340747,0.2914,False,nosig,grey
IL18BP,-0.0001642536493587766,0.4539,False,nosig,grey
RHOBTB2,-0.00016427117031361213,0.4793,False,nosig,grey
CEP72,-0.0001643299552447836,0.2212,False,nosig,grey
NDUFB2-AS1,-0.00016433370478719165,0.2277,False,nosig,grey
DENND6B,-0.0001643608873144429,0.5381,False,nosig,grey
RABGAP1L,-0.00016439990281439428,0.4171,False,nosig,grey
FBXL15,-0.0001646778895345985,0.3985,False,nosig,grey
CA5B,-0.00016468823247711204,0.3494,False,nosig,grey
RBM25,-0.00016468898583376314,0.3712,False,nosig,grey
ANXA7,-0.00016469020234297272,0.142,False,nosig,grey
VPREB3,-0.0001647027245542428,0.505,False,nosig,grey
HIGD2A,-0.00016471346998861303,0.2933,False,nosig,grey
FAM129B,-0.00016474496992206677,0.4818,False,nosig,grey
CNOT9,-0.00016474522022539857,0.3187,False,nosig,grey
RBM38,-0.00016476034273090782,0.21,False,nosig,grey
CYR61,-0.00016482265120306103,0.3386,False,nosig,grey
SLC7A6,-0.0001648807382970775,0.5808,False,nosig,grey
EIF4EBP1,-0.00016494501666615392,0.5775,False,nosig,grey
PEX5,-0.0001649666715231122,0.2234,False,nosig,grey
TMEM183A,-0.0001649838546128343,0.244,False,nosig,grey
SLC2A11,-0.00016504023003047238,0.2479,False,nosig,grey
RBM6,-0.0001650775016364036,0.1536,False,nosig,grey
EIF5AL1,-0.00016512839151675406,0.3075,False,nosig,grey
RNF216P1,-0.00016518566993587583,0.5,False,nosig,grey
TMEM9B,-0.00016522548042878114,0.3251,False,nosig,grey
PLA2G16,-0.00016529255035667025,0.1936,False,nosig,grey
MTG1,-0.00016529799241477562,0.1905,False,nosig,grey
SGSH,-0.00016530652542067124,0.2039,False,nosig,grey
MYBPH,-0.00016531969305757404,0.6308,False,nosig,grey
RETREG3,-0.0001653376504525033,0.214,False,nosig,grey
ING3,-0.0001653383134618554,0.2929,False,nosig,grey
PLAGL2,-0.00016541157763423202,0.5426,False,nosig,grey
KCNJ8,-0.00016544991624351234,0.5738,False,nosig,grey
VAV3,-0.00016553454678011942,0.4292,False,nosig,grey
TMEM175,-0.00016561689398563004,0.0994,False,nosig,grey
ERGIC3,-0.00016561939536888725,0.2255,False,nosig,grey
NPRL2,-0.00016568493482368752,0.3471,False,nosig,grey
DBX1,-0.0001657337113992353,0.4524,False,nosig,grey
SCRT2,-0.00016576625997682457,0.2695,False,nosig,grey
ELOVL1,-0.00016576957504299615,0.1329,False,nosig,grey
MYOF,-0.00016579252804624397,0.3998,False,nosig,grey
TREM2,-0.00016581677525923048,0.5851,False,nosig,grey
LCOR,-0.0001658468344389715,0.2634,False,nosig,grey
CCDC14,-0.00016587810747806199,0.329,False,nosig,grey
MYMK,-0.0001660255064281041,0.0701,False,nosig,grey
UTS2R,-0.0001660420028529004,0.1051,False,nosig,grey
MRFAP1,-0.00016604697597492944,0.2094,False,nosig,grey
UBE2J2,-0.00016610542399934754,0.292,False,nosig,grey
GLDN,-0.0001661128388902413,0.2141,False,nosig,grey
ARMC5,-0.00016620236780682103,0.3586,False,nosig,grey
RCOR2,-0.00016620461078404076,0.5159,False,nosig,grey
ATP6V1E2,-0.00016623661744108554,0.0788,False,nosig,grey
BOLA1,-0.0001662812372478625,0.261,False,nosig,grey
SDAD1P1,-0.00016628244416584139,0.3319,False,nosig,grey
LAG3,-0.0001663135998127947,0.3019,False,nosig,grey
EMCN,-0.0001663426264478136,0.5889,False,nosig,grey
OTUD7B,-0.00016640393224317502,0.3499,False,nosig,grey
APC2,-0.00016650251597648936,0.4286,False,nosig,grey
NDC1,-0.00016657492247939727,0.3793,False,nosig,grey
C19orf24,-0.00016659124310140585,0.2781,False,nosig,grey
ZCCHC24,-0.00016660359053847433,0.2765,False,nosig,grey
SLC37A1,-0.0001666112538649518,0.4025,False,nosig,grey
EIF1AD,-0.0001667105296825619,0.5131,False,nosig,grey
SPRY3,-0.0001667675419770851,0.4071,False,nosig,grey
PXN-AS1,-0.00016680165329487176,0.273,False,nosig,grey
PFDN4,-0.00016680660458568176,0.1477,False,nosig,grey
PELP1,-0.0001668215607044811,0.116,False,nosig,grey
EIF4E2,-0.00016683523600612865,0.4131,False,nosig,grey
SENP3,-0.00016697236579520645,0.2091,False,nosig,grey
TRMT10C,-0.00016700467614186716,0.2069,False,nosig,grey
PAAF1,-0.00016703006028214725,0.1644,False,nosig,grey
C1orf35,-0.00016705154671896444,0.0874,False,nosig,grey
C2orf92,-0.000167129259611429,0.2641,False,nosig,grey
TIMP3,-0.00016717475842888935,0.1873,False,nosig,grey
HBZ,-0.00016720144679979767,0.6526,False,nosig,grey
RRP7BP,-0.00016723758436563865,0.2513,False,nosig,grey
NOS2,-0.00016730306556065868,0.4006,False,nosig,grey
NTRK2,-0.00016754559207718677,0.1948,False,nosig,grey
RPL30,-0.000167648513496395,0.0412,False,nosig,grey
PWAR5,-0.00016767260840170483,0.0868,False,nosig,grey
PUM2,-0.00016789683137998111,0.1315,False,nosig,grey
PPARA,-0.0001679115465202469,0.3704,False,nosig,grey
SLC41A3,-0.0001679456433100434,0.1087,False,nosig,grey
PDCD1,-0.0001680780967431438,0.3063,False,nosig,grey
RND2,-0.00016816955547604604,0.441,False,nosig,grey
MAPKAP1,-0.00016817969429181552,0.27,False,nosig,grey
SEMA4C,-0.00016818474557573376,0.1431,False,nosig,grey
TP53INP1,-0.0001682511707311532,0.1446,False,nosig,grey
METTL18,-0.00016848265536893972,0.6232,False,nosig,grey
INTS4,-0.00016851242440765754,0.2878,False,nosig,grey
PDGFC,-0.00016852348560372041,0.4036,False,nosig,grey
NMT2,-0.00016853623085918767,0.4611,False,nosig,grey
B3GALT1,-0.00016869076104042915,0.509,False,nosig,grey
CAPZB,-0.00016876909479347874,0.4596,False,nosig,grey
PDXK,-0.00016904267631900636,0.2862,False,nosig,grey
PTPN23,-0.00016904378157172993,0.6096,False,nosig,grey
SECISBP2,-0.00016904834625189783,0.3174,False,nosig,grey
GS1-124K5.11,-0.00016919686125514737,0.1753,False,nosig,grey
RNF14,-0.000169225542199514,0.2374,False,nosig,grey
LILRA1,-0.00016923677926122043,0.4213,False,nosig,grey
NAPG,-0.00016924050655383672,0.2019,False,nosig,grey
C19orf48,-0.00016924524555439612,0.5994,False,nosig,grey
CDKN1A,-0.0001692642517353801,0.2153,False,nosig,grey
LOC105373876,-0.00016931885025891073,0.3465,False,nosig,grey
DCUN1D1,-0.00016937219521974493,0.1615,False,nosig,grey
GABRA5,-0.0001693971549616974,0.3508,False,nosig,grey
SSBP4,-0.0001694501211214061,0.2209,False,nosig,grey
KRT222,-0.00016945551142229844,0.3316,False,nosig,grey
GNG13,-0.00016951350092448897,0.5843,False,nosig,grey
DEFB115,-0.00016952832463856403,0.4626,False,nosig,grey
LOC399815,-0.00016962038635656655,0.4597,False,nosig,grey
TIGD7,-0.00016967328401708244,0.3005,False,nosig,grey
TMEM177,-0.00016980124019766191,0.095,False,nosig,grey
CDK15,-0.00016981053266797437,0.4694,False,nosig,grey
LENG1,-0.00016989827166864684,0.4368,False,nosig,grey
PPP1R1C,-0.00016989844436571212,0.5276,False,nosig,grey
ARL3,-0.00016994511654156244,0.0858,False,nosig,grey
FASN,-0.0001699960031043011,0.2086,False,nosig,grey
CWC22,-0.00016999821738279336,0.3775,False,nosig,grey
WBP4,-0.00017006373472490497,0.4329,False,nosig,grey
ST13,-0.00017008519894090755,0.0519,False,nosig,grey
LOC100240734,-0.0001701007490910102,0.178,False,nosig,grey
CCDC122,-0.00017021673319710386,0.4807,False,nosig,grey
TTBK2,-0.0001702840188498177,0.1593,False,nosig,grey
GLTP,-0.0001702957342924467,0.2844,False,nosig,grey
EMC8,-0.00017030270150969473,0.1039,False,nosig,grey
TUBGCP4,-0.00017034786363595791,0.4469,False,nosig,grey
KRTAP10-10,-0.00017038680883837176,0.2291,False,nosig,grey
HES6,-0.0001704304862222784,0.4716,False,nosig,grey
GPM6B,-0.000170471941815159,0.1671,False,nosig,grey
MASP1,-0.00017050285532377275,0.3731,False,nosig,grey
PIN4P1,-0.00017053792808360797,0.4693,False,nosig,grey
ARHGAP12,-0.0001705638249910698,0.3487,False,nosig,grey
APOL5,-0.000170604552841463,0.5045,False,nosig,grey
RDX,-0.00017077373991646275,0.3743,False,nosig,grey
TRIM35,-0.0001707886989178436,0.225,False,nosig,grey
ENPP5,-0.00017082408565182673,0.3274,False,nosig,grey
LRRC20,-0.00017083312675913691,0.2204,False,nosig,grey
LOC441666,-0.00017083435209253953,0.5687,False,nosig,grey
CHD7,-0.00017085147851325815,0.3375,False,nosig,grey
ZNF398,-0.00017085714306521414,0.0948,False,nosig,grey
VN1R1,-0.00017104288648638914,0.3318,False,nosig,grey
CCDC51,-0.00017104689427356704,0.2608,False,nosig,grey
DTX2P1-UPK3BP1-PMS2P11,-0.0001710538338030405,0.4612,False,nosig,grey
LOC101927318,-0.00017106702201565867,0.4681,False,nosig,grey
CNTN2,-0.0001710827318177739,0.134,False,nosig,grey
DLAT,-0.00017108528126119402,0.1159,False,nosig,grey
TFIP11,-0.0001710875011237582,0.4371,False,nosig,grey
GEMIN4,-0.0001710927272555998,0.307,False,nosig,grey
ENO1,-0.00017112789314756185,0.1435,False,nosig,grey
KIF25,-0.0001712552655014266,0.0548,False,nosig,grey
RAMP1,-0.00017126369802182922,0.2168,False,nosig,grey
RPL23AP7,-0.00017146644948901947,0.186,False,nosig,grey
BRD4,-0.00017152120400456102,0.3409,False,nosig,grey
CACNA1E,-0.00017156693652785494,0.5585,False,nosig,grey
EEF1G,-0.00017177224186722608,0.0991,False,nosig,grey
MYT1,-0.00017179068574331842,0.2109,False,nosig,grey
ZNF10,-0.0001721054044861158,0.5304,False,nosig,grey
SLC9A1,-0.00017213358547741187,0.3089,False,nosig,grey
GDPGP1,-0.00017222438771319806,0.483,False,nosig,grey
EFS,-0.0001722271826518712,0.2476,False,nosig,grey
INTS10,-0.00017226225288288394,0.3558,False,nosig,grey
ZNF706,-0.00017226291199409825,0.4316,False,nosig,grey
RPS26,-0.0001722974780003746,0.15,False,nosig,grey
OLIG1,-0.00017230710356455064,0.2137,False,nosig,grey
RAB32,-0.0001723124713493725,0.4157,False,nosig,grey
PTGES2,-0.00017237497137482467,0.2922,False,nosig,grey
ZFYVE26,-0.00017254716555456853,0.3098,False,nosig,grey
LPIN2,-0.0001725961992775535,0.2182,False,nosig,grey
NR1D2,-0.00017262188038141344,0.4198,False,nosig,grey
ANKS3,-0.00017262698299592692,0.202,False,nosig,grey
LGR5,-0.00017274176071801158,0.4884,False,nosig,grey
TMIGD2,-0.0001727946965117665,0.4919,False,nosig,grey
LAPTM4B,-0.00017283066630024128,0.1352,False,nosig,grey
KCNMB1,-0.0001728849960009065,0.3896,False,nosig,grey
AURKC,-0.00017308806329267536,0.5029,False,nosig,grey
MARCH2,-0.00017317006492205877,0.5246,False,nosig,grey
EHBP1,-0.00017318529120155524,0.5858,False,nosig,grey
LILRA4,-0.00017324333708244747,0.4925,False,nosig,grey
MAU2,-0.00017335525563225027,0.1534,False,nosig,grey
EIF5A2,-0.00017337264390515931,0.1944,False,nosig,grey
PSME3,-0.00017337323300272155,0.2723,False,nosig,grey
PSMB5,-0.00017342109096598604,0.0951,False,nosig,grey
CRIPAK,-0.00017345390843533456,0.084,False,nosig,grey
THSD4,-0.00017348453194581482,0.3066,False,nosig,grey
INTS8,-0.00017353068321857284,0.3159,False,nosig,grey
HBB,-0.00017362141770204436,0.4214,False,nosig,grey
OR2H1,-0.00017368437165492866,0.0657,False,nosig,grey
SOWAHD,-0.00017369003166928893,0.5677,False,nosig,grey
NMRK1,-0.0001737445561307382,0.2747,False,nosig,grey
NME7,-0.00017379127581001303,0.3488,False,nosig,grey
TROVE2,-0.00017387268577993394,0.3199,False,nosig,grey
SETD2,-0.00017389033197856305,0.4671,False,nosig,grey
ZBTB11,-0.0001739147128460335,0.1886,False,nosig,grey
FAM210A,-0.00017393146064272383,0.4499,False,nosig,grey
ALG3,-0.00017397135402685124,0.37,False,nosig,grey
MZF1,-0.00017397323285542495,0.1897,False,nosig,grey
CAMKK2,-0.00017403898171129334,0.2181,False,nosig,grey
PMPCA,-0.00017418160039143948,0.3004,False,nosig,grey
DENND2C,-0.0001742893072357098,0.6226,False,nosig,grey
SLC6A7,-0.0001743065865117678,0.254,False,nosig,grey
MTA1,-0.0001744090048298678,0.3389,False,nosig,grey
GYG1,-0.00017442420345996817,0.2599,False,nosig,grey
PKNOX1,-0.00017446138242689963,0.1564,False,nosig,grey
PLN,-0.00017451894702087567,0.6083,False,nosig,grey
AP3M1,-0.00017457080041622007,0.4044,False,nosig,grey
RASA1,-0.00017460005744726625,0.3825,False,nosig,grey
UFM1,-0.0001746004107502826,0.1876,False,nosig,grey
SYNGR4,-0.0001746192006133204,0.4605,False,nosig,grey
TIMP1,-0.00017461982116153562,0.248,False,nosig,grey
ODF3L2,-0.00017463167051790223,0.0178,False,nosig,grey
RAB8A,-0.0001746494142005323,0.2895,False,nosig,grey
SPEF2,-0.00017469206712634254,0.3297,False,nosig,grey
IGBP1,-0.0001747319311578118,0.3041,False,nosig,grey
IP6K3,-0.00017473379725196737,0.4199,False,nosig,grey
TMBIM4,-0.00017478475737137166,0.2968,False,nosig,grey
ZFYVE21,-0.00017492317239202983,0.1204,False,nosig,grey
SMAD6,-0.00017499409155742151,0.303,False,nosig,grey
NUCB1,-0.00017500737664886265,0.3533,False,nosig,grey
MFSD1,-0.0001750180313507393,0.3987,False,nosig,grey
AHCYL1,-0.000175164212849243,0.2143,False,nosig,grey
SATL1,-0.00017519402788065757,0.6435,False,nosig,grey
RELT,-0.00017521722765138998,0.1238,False,nosig,grey
PIAS1,-0.00017524590258329072,0.2953,False,nosig,grey
SESN3,-0.00017528370950618079,0.4815,False,nosig,grey
ADGRG5,-0.00017528734270966966,0.3413,False,nosig,grey
CYP2U1,-0.00017535961355525764,0.3791,False,nosig,grey
MYCN,-0.0001754146057129597,0.3825,False,nosig,grey
DDX11L2,-0.00017550775611118108,0.51,False,nosig,grey
DHRS9,-0.0001757004193140485,0.649,False,nosig,grey
TREML1,-0.0001757219361563645,0.0547,False,nosig,grey
ZMYM6,-0.00017582553054586872,0.474,False,nosig,grey
NT5M,-0.00017586793951051777,0.3259,False,nosig,grey
CLU,-0.00017588311286502166,0.3734,False,nosig,grey
GRIK5,-0.0001760036820782956,0.2232,False,nosig,grey
ANKH,-0.000176007758942307,0.3551,False,nosig,grey
EAF2,-0.00017612582728364584,0.1951,False,nosig,grey
PRKCI,-0.00017620742984612948,0.1849,False,nosig,grey
TMEM39A,-0.000176342436845379,0.414,False,nosig,grey
GMFG,-0.00017636225356349122,0.2629,False,nosig,grey
TMEM17,-0.00017639088167651962,0.1694,False,nosig,grey
SRP72,-0.00017642031387461168,0.1773,False,nosig,grey
THEMIS2,-0.00017645317823642215,0.1117,False,nosig,grey
KCTD10,-0.0001764628099501007,0.451,False,nosig,grey
ANO6,-0.000176525171998797,0.3626,False,nosig,grey
UBAC1,-0.00017653534332090132,0.2075,False,nosig,grey
ZNF354C,-0.00017653908541881847,0.4954,False,nosig,grey
QDPR,-0.0001765900704028875,0.1406,False,nosig,grey
RHBDF2,-0.00017661373020780316,0.4616,False,nosig,grey
CTNNBIP1,-0.00017670660705381875,0.4575,False,nosig,grey
STRN,-0.00017672101907129992,0.1547,False,nosig,grey
PDIA3P1,-0.00017688508397809482,0.3385,False,nosig,grey
TMEM9,-0.00017690384883289382,0.2813,False,nosig,grey
TNFAIP2,-0.00017698831550836327,0.2834,False,nosig,grey
PLA2G5,-0.00017709308011204479,0.2742,False,nosig,grey
LOC641746,-0.0001771364342846354,0.1292,False,nosig,grey
ENG,-0.0001771406619677713,0.3892,False,nosig,grey
ZDHHC9,-0.00017724452959100843,0.0748,False,nosig,grey
LOC100506990,-0.00017731635708686475,0.2764,False,nosig,grey
PDZD2,-0.00017737386819820748,0.5142,False,nosig,grey
UQCR10,-0.00017737743417293862,0.0959,False,nosig,grey
ZFX,-0.0001774142974735839,0.2432,False,nosig,grey
MMAA,-0.00017744172631469054,0.3884,False,nosig,grey
SLC11A2,-0.0001775026385909522,0.3091,False,nosig,grey
ANKRD17,-0.0001776292586226366,0.4208,False,nosig,grey
MUM1L1,-0.00017773428741846498,0.587,False,nosig,grey
NSD3,-0.000177789768125023,0.2503,False,nosig,grey
BTN2A1,-0.00017788173095964065,0.2949,False,nosig,grey
ALK,-0.0001778918589392557,0.2291,False,nosig,grey
NDRG3,-0.00017792584208884118,0.3409,False,nosig,grey
NYAP1,-0.00017798831233394985,0.2399,False,nosig,grey
TRABD,-0.00017799493189907037,0.3564,False,nosig,grey
FAM69C,-0.00017813591915888887,0.5135,False,nosig,grey
GALNT14,-0.00017814101699792614,0.1745,False,nosig,grey
CCDC61,-0.0001782237328387706,0.5838,False,nosig,grey
CRNDE,-0.00017825548597663997,0.0897,False,nosig,grey
TRAIP,-0.0001782635273894427,0.2734,False,nosig,grey
AP1G2,-0.00017834150953906268,0.5021,False,nosig,grey
RPTOR,-0.00017836452327253785,0.1008,False,nosig,grey
EIF3K,-0.0001783989524651872,0.2377,False,nosig,grey
TMEM132D,-0.00017841487446347033,0.589,False,nosig,grey
TFEC,-0.00017841798676451208,0.476,False,nosig,grey
HERPUD1,-0.00017844259980229486,0.3058,False,nosig,grey
RHOC,-0.000178489415075323,0.0854,False,nosig,grey
RNF31,-0.00017853483462189755,0.3258,False,nosig,grey
MPPED2,-0.00017854590573450997,0.3641,False,nosig,grey
FAT3,-0.00017862743918382288,0.3792,False,nosig,grey
ZEB1,-0.00017865200422063687,0.3676,False,nosig,grey
PTPN22,-0.00017865856753718754,0.1715,False,nosig,grey
PVRIG,-0.0001786667396408916,0.2299,False,nosig,grey
PAPSS2,-0.00017870525396081777,0.4467,False,nosig,grey
TMEM219,-0.00017881469720088455,0.2373,False,nosig,grey
CTC1,-0.00017883769547479429,0.292,False,nosig,grey
ARHGEF25,-0.00017887256175466842,0.3881,False,nosig,grey
ENOSF1,-0.00017891544948093167,0.1825,False,nosig,grey
JARID2-AS1,-0.00017892402865297657,0.5311,False,nosig,grey
TTC9,-0.00017895106443791627,0.3459,False,nosig,grey
POLE2,-0.00017896882245699752,0.5445,False,nosig,grey
ASPA,-0.00017897791919972735,0.2864,False,nosig,grey
LIN7B,-0.00017901254535974986,0.1009,False,nosig,grey
KRTAP10-8,-0.0001790420625493451,0.025,False,nosig,grey
SDHB,-0.00017911826659730774,0.1367,False,nosig,grey
LAMTOR1,-0.0001791436403207419,0.2904,False,nosig,grey
ANXA3,-0.00017923992711433366,0.4724,False,nosig,grey
GNG4,-0.0001794000819461501,0.6253,False,nosig,grey
DDA1,-0.00017945718684370685,0.1103,False,nosig,grey
TRAM2,-0.00017947153571796213,0.4131,False,nosig,grey
LAMA1,-0.00017947160400077233,0.4247,False,nosig,grey
AP5Z1,-0.00017956587939276186,0.2929,False,nosig,grey
UBXN11,-0.00017962530166878147,0.3914,False,nosig,grey
PPP1CC,-0.0001796582119415608,0.2444,False,nosig,grey
PLEKHG5,-0.00017966757846453308,0.3659,False,nosig,grey
CYP3A5,-0.00017967016493939053,0.1369,False,nosig,grey
TRIM29,-0.00017971706523457995,0.1528,False,nosig,grey
FAM8A1,-0.00017973997261599086,0.1603,False,nosig,grey
SMPD3,-0.00017990535280298253,0.3091,False,nosig,grey
GALNT7,-0.0001799984364232044,0.3278,False,nosig,grey
SNRNP70,-0.00017999963947894017,0.1499,False,nosig,grey
TOR1A,-0.00018004454384284971,0.5495,False,nosig,grey
AIRE,-0.0001800668865108501,0.3174,False,nosig,grey
ZNF821,-0.0001800894350221535,0.3314,False,nosig,grey
EPS8L2,-0.00018014019725839844,0.4796,False,nosig,grey
SNX17,-0.0001801639740105024,0.0819,False,nosig,grey
CNOT7,-0.00018021548169923406,0.3059,False,nosig,grey
LINC00886,-0.00018021824359844505,0.4624,False,nosig,grey
ITGB7,-0.0001802685821969728,0.2875,False,nosig,grey
SPIDR,-0.00018027008565767755,0.2359,False,nosig,grey
GSK3A,-0.00018028928091980652,0.0709,False,nosig,grey
MCCC1,-0.00018037445429596455,0.1471,False,nosig,grey
RPS21,-0.00018040477757924283,0.1018,False,nosig,grey
CDH13,-0.00018042640580222055,0.629,False,nosig,grey
RRNAD1,-0.00018058093082398067,0.0987,False,nosig,grey
FICD,-0.00018067188024412784,0.2169,False,nosig,grey
CHST1,-0.0001806839407769479,0.4921,False,nosig,grey
SGCD,-0.0001807097918057878,0.4568,False,nosig,grey
GGT1,-0.00018075457369745682,0.3651,False,nosig,grey
LSM1,-0.00018081385372901114,0.2521,False,nosig,grey
RGS7BP,-0.0001808192849405427,0.1066,False,nosig,grey
UBIAD1,-0.00018084493898131278,0.4329,False,nosig,grey
B3GAT3,-0.00018088572847927345,0.1848,False,nosig,grey
SIRT2,-0.00018092554425332285,0.0203,False,nosig,grey
KRT85,-0.00018095996311739314,0.3142,False,nosig,grey
TYMP,-0.00018119093007513737,0.4971,False,nosig,grey
TPI1,-0.0001812196098050044,0.0324,False,nosig,grey
TP53I13,-0.0001812321269958821,0.469,False,nosig,grey
GRAMD1C,-0.00018135215424378023,0.5139,False,nosig,grey
ODF2L,-0.00018147506594716432,0.3739,False,nosig,grey
SLC16A3,-0.00018151674716653638,0.4956,False,nosig,grey
TPM1,-0.00018158547827985407,0.3184,False,nosig,grey
ENTPD7,-0.00018160793722357544,0.5919,False,nosig,grey
ZNF644,-0.00018167218672437597,0.2446,False,nosig,grey
ZNF138,-0.0001816937801084286,0.3809,False,nosig,grey
ANGPTL4,-0.0001817627328604728,0.2908,False,nosig,grey
CACTIN,-0.00018181353653978446,0.309,False,nosig,grey
FANCE,-0.0001818271097139482,0.031,False,nosig,grey
MAPK3,-0.00018214975976327166,0.2561,False,nosig,grey
DSTN,-0.00018230807717839955,0.0673,False,nosig,grey
ABI1,-0.00018233984971911213,0.3024,False,nosig,grey
SYNPR,-0.00018244432933296474,0.2516,False,nosig,grey
DST,-0.00018248028913167599,0.2746,False,nosig,grey
MYO1E,-0.00018248438837970387,0.51,False,nosig,grey
TRIM7,-0.00018248514510150557,0.2058,False,nosig,grey
SNAPIN,-0.00018250856622070155,0.2915,False,nosig,grey
TBRG1,-0.00018258551358333312,0.4962,False,nosig,grey
THSD7A,-0.00018269422642398504,0.1565,False,nosig,grey
BICRAL,-0.0001827528360824199,0.2758,False,nosig,grey
EIF2A,-0.0001827627323208093,0.2329,False,nosig,grey
CCDC166,-0.00018284473130059879,0.4608,False,nosig,grey
GPC2,-0.0001829055943196757,0.4742,False,nosig,grey
PRAG1,-0.00018298294241212316,0.0356,False,nosig,grey
NDUFB6,-0.0001829930344330719,0.183,False,nosig,grey
GPR182,-0.00018302351940516448,0.332,False,nosig,grey
DHRS7,-0.00018303613369842172,0.3355,False,nosig,grey
BZW2,-0.0001830806332653511,0.1858,False,nosig,grey
ZNF541,-0.00018311072707091533,0.5045,False,nosig,grey
ADAR,-0.0001832304611611478,0.293,False,nosig,grey
CEP97,-0.00018326049802930159,0.3638,False,nosig,grey
JPH4,-0.00018334615434400782,0.1446,False,nosig,grey
FER,-0.0001834512477644215,0.3934,False,nosig,grey
TESPA1,-0.00018348760709052585,0.6157,False,nosig,grey
SPAST,-0.00018349298123477252,0.2909,False,nosig,grey
RTBDN,-0.00018362675505947728,0.0598,False,nosig,grey
FHL2,-0.00018364326971181407,0.5413,False,nosig,grey
TMEM206,-0.00018369169952888608,0.0464,False,nosig,grey
HTRA1,-0.000183694011975733,0.1521,False,nosig,grey
CNFN,-0.00018369683784240435,0.3817,False,nosig,grey
ABCG4,-0.00018370245174921973,0.2565,False,nosig,grey
