"gene","target.u","comparison.u","target.sum","comparison.sum","log.target.u","log.comparison.u","pval","fc","fc.disp","target.sum.L","target.sum.R","target.sum.per.100k","target.sum.L.per.100k","target.sum.R.per.100k","fc.thresh","pval.thresh","amt.thresh","user.selected","expr.pass"
"Sdc4",0.00192491417699386,6.23088513146089e-05,680,3067,5.26269018890489,1.94591014905531,0,3.31678003984957,27.5714285714286,629,732,205.428136404283,190.021026173961,221.137346835198,TRUE,TRUE,TRUE,FALSE,TRUE
"Efemp1",0.000258616636134969,3.27456842722659e-06,91,153,3.29583686600433,0,2.16104196243254e-103,3.29583686600433,27,73,110,27.4911182541025,22.0533146434009,33.2310220653986,TRUE,TRUE,TRUE,FALSE,TRUE
"Atp1a2",0.0160796367419325,0.000609807723458606,5448,27863,7.38336814699238,4.12713438504509,0,3.25623376194729,25.9516129032258,5305,5592,1645.84189283902,1602.641564154,1689.34432172463,TRUE,TRUE,TRUE,FALSE,TRUE
"Slc6a11",0.000228651605153374,1.86407057839073e-06,82,76,3.17805383034795,0,1.75159246160304e-108,3.17805383034795,24,65,100,24.7722164487517,19.6365130386447,30.2100200594533,TRUE,TRUE,TRUE,FALSE,TRUE
"Tmem100",0.000230931564785276,2.93727127338938e-06,76,99,3.17805383034795,0,6.95915300689934e-93,3.17805383034795,24,59,94,22.9596152451845,17.8239118350775,28.3974188558861,TRUE,TRUE,TRUE,FALSE,TRUE
"Slc39a12",0.000704457546748466,1.55671844229264e-05,243,794,4.26267987704132,1.09861228866811,5.82955395168461e-217,3.16406758837321,23.6666666666667,213,274,73.4103487444716,64.3473427266356,82.7754549629021,TRUE,TRUE,TRUE,FALSE,TRUE
"Gfap",0.000452651210030675,5.42908569945377e-06,170,195,3.8286413964891,0.693147180559945,3.04919736746222e-212,3.13549421592915,23,145,196,51.3570341010706,43.8045290862073,59.2116393165285,TRUE,TRUE,TRUE,FALSE,TRUE
"Serpine2",0.00136325636119632,4.53449798963314e-05,465,2040,4.91998092582813,1.79175946922805,0,3.12822145660007,22.8333333333333,423,508,140.476593276458,127.788384851488,153.466901902023,TRUE,TRUE,TRUE,FALSE,TRUE
"Cxcl14",0.000674876549969325,2.37670953879441e-05,225,1205,4.21950770517611,1.09861228866811,1.55559689071482e-160,3.120895416508,22.6666666666667,196,255,67.97254513377,59.2116393165285,77.035551151606,TRUE,TRUE,TRUE,FALSE,TRUE
"Rlbp1",0.000206906934601227,1.65754891082013e-06,65,43,3.09104245335832,0,2.48175619106025e-92,3.09104245335832,22,50,81,19.6365130386447,15.1050100297267,24.4701162481572,TRUE,TRUE,TRUE,FALSE,TRUE
"Mt2",0.00582791074153374,0.000264958470616589,2060,13073,6.36990098282823,3.29583686600433,0,3.0740641168239,21.6296296296296,1972,2149,622.326413224738,595.741595572419,649.213331077652,TRUE,TRUE,TRUE,FALSE,TRUE
"Htra1",0.00128059973070552,4.79009305537132e-05,417,2527,4.85981240436167,1.79175946922805,7.44840601633683e-277,3.06805293513362,21.5,377,457,125.97578364792,113.891775624139,138.059791671702,TRUE,TRUE,TRUE,FALSE,TRUE
"F3",0.000850882698067484,2.5348677636346e-05,270,1276,4.45434729625351,1.38629436111989,1.29108365448969e-204,3.06805293513362,21.5,238,303,81.567054160524,71.8998477414989,91.5363607801436,TRUE,TRUE,TRUE,FALSE,TRUE
"Epha4",0.000401853199693252,1.23553007145237e-05,136,609,3.71357206670431,0.693147180559945,9.98991905220135e-107,3.02042488614436,20.5,114,159,41.0856272808565,34.4394228677768,48.0339318945308,TRUE,TRUE,TRUE,FALSE,TRUE
"Apoe",0.022087719959816,0.00106689558123263,7829,51363,7.7007477945118,4.68213122712422,0,3.01861656738758,20.462962962963,7658,8001,2365.1424704546,2313.48333615293,2417.10370495686,TRUE,TRUE,TRUE,FALSE,TRUE
"Mdk",0.00119685290009202,5.34362242418161e-05,424,2627,4.79579054559674,1.79175946922805,5.0628416169113e-278,3.00403107636869,20.1666666666667,384,465,128.090485052082,116.006477028301,140.476593276458,TRUE,TRUE,TRUE,FALSE,TRUE
"Pbxip1",0.000389068227546012,1.42699145965211e-05,124,703,3.68887945411394,0.693147180559945,9.36499412068813e-87,2.99573227355399,20,103,146,37.4604248737221,31.1163206612369,44.1066292868018,TRUE,TRUE,TRUE,FALSE,TRUE
"Ucma",0.000185277630644172,1.97559478549568e-06,59,107,2.99573227355399,0,3.69558099434162e-66,2.99573227355399,20,44,75,17.8239118350775,13.2924088261595,22.65751504459,TRUE,TRUE,TRUE,FALSE,TRUE
"Mt1",0.0143835128595706,0.0007430572054526,5071,35437,7.27170370688737,4.31748811353631,0,2.95421559335106,19.1866666666667,4933,5210,1531.95011721488,1490.26028953283,1573.94204509752,TRUE,TRUE,TRUE,FALSE,TRUE
"Adgrg1",0.000373867228895706,6.198446115252e-06,122,224,3.63758615972639,0.693147180559945,2.02026327518163e-134,2.94443897916644,19,101,144,36.8562244725331,30.5121202600479,43.5024288856128,TRUE,TRUE,TRUE,FALSE,TRUE
"Eva1a",0.000355251224785276,8.68096003556348e-06,123,438,3.61091791264422,0.693147180559945,5.79894645954654e-107,2.91777073208428,18.5,102,145,37.1583246731276,30.8142204606424,43.8045290862073,TRUE,TRUE,TRUE,FALSE,TRUE
"Pygm",0.00035208119208589,1.33401017449347e-05,112,480,3.58351893845611,0.693147180559945,5.0765858524194e-90,2.89037175789616,18,92,133,33.8352224665877,27.7932184546971,40.1793266790729,TRUE,TRUE,TRUE,FALSE,TRUE
"Tmem52",0.00017159179303681,6.47585599116724e-07,57,27,2.89037175789616,0,8.45011819249081e-86,2.89037175789616,18,43,72,17.2197114338884,12.9903086255649,21.7512144428064,TRUE,TRUE,TRUE,FALSE,TRUE
"Adra2a",0.000156917750429448,1.00058658458916e-06,54,50,2.83321334405622,0,5.0864652438433e-72,2.83321334405622,17,40,69,16.3134108321048,12.0840080237813,20.8449138410228,TRUE,TRUE,TRUE,FALSE,TRUE
"Dmp1",0.000157613685490798,7.96591725099756e-07,58,28,2.83321334405622,0,5.02141539318156e-87,2.83321334405622,17,44,73,17.5218116344829,13.2924088261595,22.0533146434009,TRUE,TRUE,TRUE,FALSE,TRUE
"Mmp14",0.000503171584907975,1.9594475984039e-05,169,809,3.93182563272433,1.09861228866811,5.00053390049257e-128,2.83321334405622,17,144,195,51.0549339004761,43.5024288856128,58.909539115934,TRUE,TRUE,TRUE,FALSE,TRUE
"Npas3",0.000498767828006135,2.36469792678108e-05,181,1089,3.93182563272433,1.09861228866811,8.36896182796443e-122,2.83321334405622,17,155,208,54.6801363076105,46.8255310921526,62.8368417236629,TRUE,TRUE,TRUE,FALSE,TRUE
"Clu",0.00406688818165644,0.000228079740856661,1428,7915,6.01126717440416,3.17805383034795,0,2.83321334405622,17,1355,1502,431.399086448993,409.345771805592,453.754501292989,TRUE,TRUE,TRUE,FALSE,TRUE
"Kcnn2",0.00047213106392638,2.32570788428698e-05,160,887,3.87120101090789,1.09861228866811,1.05890194836894e-112,2.77258872223978,16,136,185,48.3360320951253,41.0856272808565,55.8885371099886,TRUE,TRUE,TRUE,FALSE,TRUE
"Etnppl",0.000307334826042945,1.47729542625809e-05,110,677,3.46573590279973,0.693147180559945,7.36630816319885e-74,2.77258872223978,16,90,131,33.2310220653986,27.189018053508,39.5751262778838,TRUE,TRUE,TRUE,FALSE,TRUE
"Pou3f2",0.000295224143957055,8.29420898074613e-06,99,405,3.43398720448515,0.693147180559945,1.81876821425029e-81,2.7408400239252,15.5,80,119,29.9079198588588,24.1680160475627,35.9499238707495,TRUE,TRUE,TRUE,FALSE,TRUE
"Tst",0.000299963127177914,1.16361027898346e-05,103,585,3.43398720448515,0.693147180559945,2.60743152223706e-72,2.7408400239252,15.5,84,123,31.1163206612369,25.3764168499408,37.1583246731276,TRUE,TRUE,TRUE,FALSE,TRUE
"Dao",0.000759215966932516,3.65578703285166e-05,263,1836,4.34380542185368,1.6094379124341,9.09679926571819e-162,2.73436750941958,15.4,232,295,79.4523527563622,70.0872465379317,89.1195591753873,TRUE,TRUE,TRUE,FALSE,TRUE
"Tmie",0.000138037613588957,2.29350939565335e-06,53,84,2.70805020110221,0,5.85252833977021e-62,2.70805020110221,15,39,68,16.0113106315103,11.7819078231868,20.5428136404283,TRUE,TRUE,TRUE,FALSE,TRUE
"Aldh1a1",0.000588130857760736,2.81058605054818e-05,224,1121,4.0943445622221,1.38629436111989,2.11802363361855e-165,2.70805020110221,15,195,254,67.6704449331754,58.909539115934,76.7334509510114,TRUE,TRUE,TRUE,FALSE,TRUE
"Scrg1",0.000437570444570552,2.06459037921977e-05,154,982,3.80666248977032,1.09861228866811,1.20544385815232e-100,2.70805020110221,15,130,179,46.5234308915581,39.2730260772893,54.0759359064214,TRUE,TRUE,TRUE,FALSE,TRUE
"Ednrb",0.00267095643834356,0.000167143400123659,904,8592,5.59098698051086,2.89037175789616,0,2.70061522261469,14.8888888888889,846,963,273.098581337458,255.576769702975,290.922493172535,TRUE,TRUE,TRUE,FALSE,TRUE
"Tprkb",0.00102512989521472,5.60667244236237e-05,354,2026,4.64439089914137,1.94591014905531,9.01078807114121e-243,2.69848075008606,14.8571428571429,318,391,106.943471010465,96.0678637890615,118.121178432462,TRUE,TRUE,TRUE,FALSE,TRUE
"Pla2g7",0.00500940082846626,0.000327898678436486,1722,16884,6.21860011969173,3.52636052461616,0,2.69223959507557,14.7647058823529,1641,1804,520.216545423786,495.746429175629,544.988761872538,TRUE,TRUE,TRUE,FALSE,TRUE
"Fgfr3",0.000284099680030675,1.43520186713284e-05,90,698,3.36729582998647,0.693147180559945,3.65192090258114e-53,2.67414864942653,14.5,72,109,27.189018053508,21.7512144428064,32.9289218648041,TRUE,TRUE,TRUE,FALSE,TRUE
"Ppp1r1b",0.00055108663006135,2.7992145344865e-05,198,1145,4.02535169073515,1.38629436111989,6.183322149233e-136,2.63905732961526,14,171,226,59.8158397177176,51.6591343016652,68.2746453343645,TRUE,TRUE,TRUE,FALSE,TRUE
"Slc41a1",0.000552093284018405,2.54487555180336e-05,190,852,4.02535169073515,1.38629436111989,3.09000191605669e-148,2.63905732961526,14,163,217,57.3990381129613,49.2423326969089,65.5557435290137,TRUE,TRUE,TRUE,FALSE,TRUE
"Rapgef3",0.000134955446932515,1.99148227172355e-06,45,69,2.63905732961526,0,2.44834919718259e-53,2.63905732961526,14,32,59,13.594509026754,9.66720641902506,17.8239118350775,TRUE,TRUE,TRUE,FALSE,TRUE
