"gene","target.u","comparison.u","target.sum","comparison.sum","log.target.u","log.comparison.u","pval","fc","fc.disp","target.sum.L","target.sum.R","target.sum.per.100k","target.sum.L.per.100k","target.sum.R.per.100k","fc.thresh","pval.thresh","amt.thresh","user.selected","expr.pass"
"H2-Ab1",0.0005271833015625,2.54022870182167e-07,56,14,3.98898404656427,0,9.99298122415573e-132,3.98898404656427,54,42,71,88.8987665296144,66.6740748972108,112.710936135761,TRUE,TRUE,TRUE,FALSE,TRUE
"Hpgd",0.0005277089240625,4.50027432674976e-06,41,169,3.98898404656427,0,2.12773920469701e-63,3.98898404656427,54,29,54,65.0865969234677,46.0368612385503,85.7238105821282,TRUE,TRUE,TRUE,FALSE,TRUE
"Lcp1",0.00052545148640625,1.33441141188878e-06,36,85,3.98898404656427,0,2.55655229585175e-63,3.98898404656427,54,25,48,57.1492070547521,39.6869493435779,76.1989427396695,TRUE,TRUE,TRUE,FALSE,TRUE
"Pycard",0.00052811164265625,1.02971665426654e-06,31,44,3.98898404656427,0,3.88878465439579e-60,3.98898404656427,54,21,42,49.2118171860365,33.3370374486054,66.6740748972108,TRUE,TRUE,TRUE,FALSE,TRUE
"4632428N05Rik",0.000501854900625,2.54766932272291e-06,32,77,3.93182563272433,0,3.03852407842729e-56,3.93182563272433,51,21,44,50.7992951597797,33.3370374486054,69.849030844697,TRUE,TRUE,TRUE,FALSE,TRUE
"Cyth4",0.000491422018125,1.05151472099712e-07,30,5,3.91202300542815,0,4.81032619790116e-73,3.91202300542815,50,20,41,47.6243392122934,31.7495594748623,65.0865969234677,TRUE,TRUE,TRUE,FALSE,TRUE
"F13a1",0.00049332694125,0,42,0,3.91202300542815,0,1.11325903210009e-109,3.91202300542815,50,30,55,66.6740748972108,47.6243392122934,87.3112885558713,TRUE,TRUE,TRUE,FALSE,TRUE
"H2-Eb1",0.0004826063609375,3.88189791371045e-07,45,11,3.89182029811063,0,2.661937375326e-106,3.89182029811063,49,32,59,71.4365088184401,50.7992951597797,93.6612004508438,TRUE,TRUE,TRUE,FALSE,TRUE
"Mafb",0.0004781729934375,9.79048158005753e-07,29,42,3.89182029811063,0,3.63721570039031e-56,3.89182029811063,49,19,40,46.0368612385503,30.1620815011192,63.4991189497246,TRUE,TRUE,TRUE,FALSE,TRUE
"Hpgds",0.00046390527703125,8.65112760115053e-07,31,24,3.85014760171006,0,8.9582900994468e-66,3.85014760171006,47,21,42,49.2118171860365,33.3370374486054,66.6740748972108,TRUE,TRUE,TRUE,FALSE,TRUE
"Pld4",0.00045721424171875,2.91694475551294e-07,30,7,3.85014760171006,0,1.51805216916412e-71,3.85014760171006,47,20,41,47.6243392122934,31.7495594748623,65.0865969234677,TRUE,TRUE,TRUE,FALSE,TRUE
"Cyba",0.00090123549953125,9.06895718922339e-06,60,367,4.51085950651685,0.693147180559945,9.28866898151543e-83,3.8177123259569,45.5,45,76,95.2486784245869,71.4365088184401,120.648326004477,TRUE,TRUE,TRUE,FALSE,TRUE
"Alox5ap",0.00041474416171875,4.00653450661553e-07,25,25,3.73766961828337,0,1.66707488367526e-51,3.73766961828337,42,16,35,39.6869493435779,25.3996475798898,55.561729081009,TRUE,TRUE,TRUE,FALSE,TRUE
"Cd53",0.0004087819103125,0,26,0,3.73766961828337,0,3.56988977901845e-68,3.73766961828337,42,17,36,41.274427317321,26.9871255536329,57.1492070547521,TRUE,TRUE,TRUE,FALSE,TRUE
"Ncf1",0.00038992494765625,4.20655048130393e-07,24,9,3.68887945411394,0,2.07760947925451e-55,3.68887945411394,40,15,34,38.0994713698347,23.8121696061467,53.9742511072659,TRUE,TRUE,TRUE,FALSE,TRUE
"Fyb",0.0007461064440625,6.16894607029722e-06,55,164,4.33073334028633,0.693147180559945,3.47012909046947e-91,3.63758615972639,38,41,70,87.3112885558713,65.0865969234677,111.123458162018,TRUE,TRUE,TRUE,FALSE,TRUE
