"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"Protein Catabolic Process",-0.615384615384615,-0.64516129032258,0.645161290322581,-0.551782682512733,0.505376344086022,-0.646451612903225,0.341935483870968,-0.592030360531309,0.67741935483871,0.583126550868486,0.541935483870968,0.482127288578902,0.404233870967742,0.598566308243728,-0.424098671726755,0.817836812144213,0.704301075268817,-0.76099706744868,-0.741935483870967,-0.677419354838709,0.67741935483871,-0.820683111954459,0.414634146341463,-0.350967741935484,-0.741935483870967,0.580645161290323,0.419354838709678,-0.52016129032258,0.36989247311828,-0.704545454545454,-0.483870967741935,0.283154121863799,0.645161290322581,-0.761904761904761,-0.730715287517531,0.419354838709678,0.452725250278087,0.774193548387097,0.809847198641766,0.385984427141268
"Protein Containing Complex Binding",0.62962962962963,-0.387096774193548,-0.838709677419354,-0.410636442894507,-0.865591397849462,-1.0019550342131,-0.709677419354838,-0.616935483870967,-0.838709677419354,-0.96774193548387,-0.695852534562212,-0.870967741935483,-0.96774193548387,-0.999999999999999,-0.870967741935483,-0.870967741935483,-0.64516129032258,-0.469758064516129,0.395781637717122,-0.446051167964405,-0.565464895635673,0.570967741935484,-0.354838709677419,-0.516129032258064,0.466616654163541,0.583126550868486,-0.448924731182795,-0.580645161290322,-0.407258064516129,0.491039426523298,0.583126550868486,-0.414611005692599,-0.64516129032258,0.43424317617866,-0.426197458455523,-0.903225806451612,-0.468155500413565,-0.64516129032258,-0.476702508960573,-0.426197458455523
"Protein Containing Complex Organization",-0.586510263929618,0.560117302052786,-0.551874455100261,0.617302052785924,-0.354838709677419,-0.897122929380993,-0.616298811544991,-0.519713261648745,-0.792114695340501,-0.898446833930704,-0.612903225806451,-0.708274894810659,-0.88235294117647,0.645161290322581,-0.518026565464895,-0.874363327674023,-0.483870967741935,0.479735318444996,0.46384872080089,0.578284815106216,-0.774193548387096,-0.569892473118279,0.385398981324278,-0.580645161290322,-0.489400921658986,0.417888563049853,-0.437663469921534,-0.806451612903225,-0.419354838709677,-0.376344086021505,-0.839950372208436,0.593701996927803,-0.806451612903225,-0.701075268817204,-0.480533926585094,-0.76036866359447,-0.427606901725431,-0.745007680491551,-0.865591397849462,-0.465591397849462
"Protein Modification By Small Protein Conjugation",-0.551724137931034,0.382758620689655,0.666666666666667,0.272916666666667,0.261904761904762,-0.417647058823529,0.358536585365854,-0.533333333333333,0.372549019607843,0.366666666666667,0.612820512820513,0.381395348837209,-0.473913043478261,0.672727272727273,0.488235294117647,0.665040650406504,0.786363636363636,-0.803030303030303,-0.698850574712644,-0.7,0.666666666666667,-0.717054263565891,0.386363636363636,-0.372727272727273,0.369565217391304,0.466666666666667,0.483333333333333,-0.645833333333333,0.4,-0.563636363636363,-0.466666666666667,-0.347058823529412,0.6,-0.615384615384615,-0.770588235294118,-0.502380952380952,0.35,0.766666666666667,0.87843137254902,0.351612903225806
"Protein Modification By Small Protein Conjugation Or Removal",-0.551724137931034,0.382758620689655,0.666666666666667,0.272916666666667,0.261904761904762,-0.417647058823529,0.358536585365854,-0.533333333333333,0.372549019607843,0.366666666666667,0.612820512820513,0.381395348837209,-0.473913043478261,0.672727272727273,0.488235294117647,0.665040650406504,0.786363636363636,-0.803030303030303,-0.698850574712644,-0.7,0.666666666666667,-0.717054263565891,0.386363636363636,-0.372727272727273,0.369565217391304,0.466666666666667,0.483333333333333,-0.645833333333333,0.4,-0.563636363636363,-0.466666666666667,-0.347058823529412,0.6,-0.615384615384615,-0.770588235294118,-0.502380952380952,0.35,0.766666666666667,0.87843137254902,0.351612903225806
"Protein Polymerization",-0.6875,-0.53125,-0.90625,-0.53125,-0.53125,-1.03125,-0.78125,-0.75,-0.90625,-0.9375,-0.59375,-0.84375,-1,-0.53125,-0.875,-1.03125,-0.65625,-0.53125,-0.53125,-0.53125,-0.75,-0.53125,-0.65625,-0.5625,-0.53125,-0.53125,-0.53125,-0.875,-0.53125,-0.53125,-0.6875,-0.53125,-0.78125,-0.53125,-0.53125,-0.90625,-0.53125,-0.65625,-0.53125,-0.53125
"Protein Polyubiquitination",0.59375,0.90625,0.71875,0.440217391304348,-0.6875,-0.28125,0.6875,-0.46875,0.389204545454545,0.502083333333333,0.78125,0.651785714285714,-0.8125,0.78125,0.90625,0.572916666666667,0.90625,-0.875,-0.544642857142857,-0.84375,0.625,-0.8125,-0.842105263157895,-0.477272727272727,0.68,0.4375,0.40625,-0.8,0.495535714285714,-0.545673076923077,0.5625,-0.75,0.59375,0.46875,-0.78125,-0.802083333333333,-0.604166666666667,0.75,0.770833333333333,-0.46875
"Proteolysis",-0.551724137931034,0.382758620689655,0.666666666666667,0.272916666666667,0.261904761904762,-0.417647058823529,0.358536585365854,-0.533333333333333,0.372549019607843,0.366666666666667,0.612820512820513,0.381395348837209,-0.473913043478261,0.672727272727273,0.488235294117647,0.665040650406504,0.786363636363636,-0.803030303030303,-0.698850574712644,-0.7,0.666666666666667,-0.717054263565891,0.386363636363636,-0.372727272727273,0.369565217391304,0.466666666666667,0.483333333333333,-0.645833333333333,0.4,-0.563636363636363,-0.466666666666667,-0.347058823529412,0.6,-0.615384615384615,-0.770588235294118,-0.502380952380952,0.35,0.766666666666667,0.87843137254902,0.351612903225806
"Receptor Internalization",0.75,0.40625,0.75,0.653846153846154,0.96875,0.598214285714286,0.875,0.8125,0.690340909090909,0.68,0.64375,-0.683035714285714,0.75,-0.422697368421053,0.40625,-0.46875,0.423611111111111,0.614583333333333,0.625,0.559210526315789,-0.6875,-0.65625,-0.802083333333333,-0.8125,0.59375,-0.485991379310345,-0.851102941176471,0.65625,0.53125,-0.8125,-0.760416666666667,-0.53125,-0.71875,-0.772916666666667,-0.670955882352941,0.730654761904762,-0.84375,-0.758223684210526,-0.6875,-0.6875
"Receptor Mediated Endocytosis",0.75,0.40625,0.75,0.653846153846154,0.96875,0.598214285714286,0.875,0.8125,0.690340909090909,0.68,0.64375,-0.683035714285714,0.75,-0.422697368421053,0.40625,-0.46875,0.423611111111111,0.614583333333333,0.625,0.559210526315789,-0.6875,-0.65625,-0.802083333333333,-0.8125,0.59375,-0.485991379310345,-0.851102941176471,0.65625,0.53125,-0.8125,-0.760416666666667,-0.53125,-0.71875,-0.772916666666667,-0.670955882352941,0.730654761904762,-0.84375,-0.758223684210526,-0.6875,-0.6875
"Receptor Metabolic Process",0.75,0.40625,0.75,0.653846153846154,0.96875,0.598214285714286,0.875,0.8125,0.690340909090909,0.68,0.64375,-0.683035714285714,0.75,-0.422697368421053,0.40625,-0.46875,0.423611111111111,0.614583333333333,0.625,0.559210526315789,-0.6875,-0.65625,-0.802083333333333,-0.8125,0.59375,-0.485991379310345,-0.851102941176471,0.65625,0.53125,-0.8125,-0.760416666666667,-0.53125,-0.71875,-0.772916666666667,-0.670955882352941,0.730654761904762,-0.84375,-0.758223684210526,-0.6875,-0.6875
"Receptor Signaling Pathway Via Stat",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Regulation Of Anatomical Structure Morphogenesis",0.875,-0.447916666666667,-0.870833333333333,-0.6875,-0.802083333333333,-0.84375,-1,-0.581730769230769,-0.6875,0.59375,0.336805555555556,-0.39375,-0.6875,-0.526785714285714,-0.477272727272727,-0.629464285714286,-0.96875,-0.524305555555556,0.493055555555556,0.550480769230769,-0.34375,0.739130434782609,0.53125,0.75,0.6875,-0.75,-0.78125,0.85,-0.625,0.909926470588235,0.803571428571429,0.542613636363636,0.586206896551724,0.78125,0.875,0.9375,-0.5,0.839583333333333,-0.580882352941176,0.614583333333333
"Regulation Of Body Fluid Levels",0.75,0.40625,0.307565789473684,-0.28125,-0.516129032258065,0.46875,0.549632352941177,0.857638888888889,0.307565789473684,0.515151515151515,0.389204545454545,-0.6375,-0.497159090909091,-0.875,-0.400735294117647,-0.645833333333333,-0.625,0.495535714285714,0.625,-0.375,-0.675,0.730654761904762,-0.683035714285714,0.53125,0.8125,0.484879032258065,-0.683035714285714,0.6875,0.607638888888889,0.5625,0.561342592592593,-0.310661764705882,-0.625,0.614583333333333,-0.40625,0.561342592592593,-0.479166666666667,-0.40625,-0.834821428571429,-0.454861111111111
"Regulation Of Cell Activation",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Regulation Of Cell Adhesion",-0.484848484848485,-0.58266129032258,0.645161290322581,-0.451612903225806,0.589605734767025,-0.299539170506912,-0.402150537634408,0.53125,0.67741935483871,0.290322580645161,0.32258064516129,-0.440860215053763,0.560483870967742,0.622720897615708,-0.709677419354838,0.645161290322581,0.645161290322581,-0.592375366568914,0.388794567062818,-0.580645161290322,0.327468230694037,-0.372983870967742,0.435897435897436,-0.567937438905181,-0.741935483870967,-0.485768500948766,0.645161290322581,-0.431451612903226,0.354838709677419,-0.484848484848485,-0.483870967741935,-0.436491935483871,-0.417050691244239,-0.677419354838709,-0.571847507331378,0.55241935483871,-0.516129032258064,0.341935483870968,0.663394109396914,0.403225806451613
"Regulation Of Cell Cell Adhesion",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Regulation Of Cell Cycle",-0.34375,0.71875,0.5625,0.690340909090909,0.944444444444444,-0.65625,0.71875,0.75,0.625,0.90625,-0.580882352941176,0.625,0.607142857142857,-0.59375,0.839583333333333,0.559210526315789,-0.760416666666667,0.75,0.6875,0.78125,-0.941176470588235,0.59375,-0.90625,0.78125,-0.625,-0.4375,-0.497159090909091,0.5625,-0.400735294117647,-0.65625,-0.8125,0.625,-0.422697368421053,-0.802083333333333,1,0.625,-0.90625,-0.761904761904762,-0.78125,-0.75
"Regulation Of Cell Cycle Process",-0.34375,0.71875,0.5625,0.690340909090909,0.944444444444444,-0.65625,0.71875,0.75,0.625,0.90625,-0.580882352941176,0.625,0.607142857142857,-0.59375,0.839583333333333,0.559210526315789,-0.760416666666667,0.75,0.6875,0.78125,-0.941176470588235,0.59375,-0.90625,0.78125,-0.625,-0.4375,-0.497159090909091,0.5625,-0.400735294117647,-0.65625,-0.8125,0.625,-0.422697368421053,-0.802083333333333,1,0.625,-0.90625,-0.761904761904762,-0.78125,-0.75
"Regulation Of Cell Death",0.875,-0.447916666666667,-0.870833333333333,-0.6875,-0.802083333333333,-0.84375,-1,-0.581730769230769,-0.6875,0.59375,0.336805555555556,-0.39375,-0.6875,-0.526785714285714,-0.477272727272727,-0.629464285714286,-0.96875,-0.524305555555556,0.493055555555556,0.550480769230769,-0.34375,0.739130434782609,0.53125,0.75,0.6875,-0.75,-0.78125,0.85,-0.625,0.909926470588235,0.803571428571429,0.542613636363636,0.586206896551724,0.78125,0.875,0.9375,-0.5,0.839583333333333,-0.580882352941176,0.614583333333333
"Regulation Of Cell Differentiation",-0.5,-0.556682027649769,-0.672325976230899,-0.709677419354838,-0.757215619694397,-0.870967741935483,-0.96774193548387,-0.670087976539589,-0.439324116743471,0.360448807854137,0.43424317617866,0.40752688172043,-0.709677419354838,-0.431451612903226,-0.643758765778401,-0.449820788530466,-0.820683111954459,-0.473118279569892,0.36405529953917,0.354838709677419,0.284562211981567,0.67741935483871,0.548387096774194,0.774193548387097,0.404692082111437,-0.541935483870967,-0.592375366568915,0.566666666666667,0.511921458625526,-0.484848484848484,0.683467741935484,0.635673624288425,0.5,0.603225806451613,0.817836812144213,0.774193548387097,0.768817204301075,0.867511520737327,0.452590420332356,0.729528535980149
"Regulation Of Cell Population Proliferation",0.460685483870968,0.566820276497696,-0.45400238948626,-0.610752688172043,0.882027649769585,-0.553225806451612,0.709677419354839,0.630824372759857,0.439324116743471,0.85663082437276,0.325161290322581,-0.354838709677419,-0.408602150537634,-0.485768500948766,0.433815350389322,0.370967741935484,-0.698457223001402,0.774193548387097,0.778225806451613,0.612903225806452,-0.903225806451612,0.653846153846154,-0.868817204301075,0.451612903225807,-0.374193548387097,-0.741935483870967,-0.492943548387097,-0.354838709677419,0.32258064516129,0.501075268817204,-0.832506203473945,-0.774193548387096,-0.741935483870967,-0.757215619694397,0.85663082437276,0.806451612903226,-0.755376344086021,-0.419354838709677,-0.935483870967741,-0.362519201228879
"Regulation Of Cellular Component Movement",0.90625,0.729166666666667,0.548387096774194,-0.65625,0.59375,-0.42625,-0.59375,0.85,0.6875,0.495535714285714,-0.65625,-0.78125,-0.59375,0.684027777777778,-0.6875,-0.39375,-0.96875,0.766826923076923,0.96875,0.690340909090909,-0.875,0.90625,-0.8125,-0.422697368421053,-0.4375,-0.8125,-0.3125,0.59375,-0.6875,0.76875,-0.5625,-0.78125,-0.8125,-0.599431818181818,0.71875,0.6875,-0.888888888888889,-0.870833333333333,-0.75,0.65625
"Regulation Of Cellular Response To Growth Factor Stimulus",0.75,-0.5625,0.8125,-0.65625,0.6875,0.64375,0.64375,1,0.8125,0.8125,0.59375,-0.34375,0.65,0.46625,0.34375,0.568181818181818,-0.71875,0.690340909090909,0.76875,-0.5625,-0.90625,0.597222222222222,-0.96875,-0.689903846153846,-0.8125,-0.875,-0.650568181818182,0.625,-0.5,-0.473557692307692,-0.689903846153846,-0.8125,-0.71875,-0.599431818181818,0.625,0.696022727272727,-0.84375,-0.715277777777778,-0.75,-0.53125
"Regulation Of Defense Response",-0.554388597149287,-0.40752688172043,-0.620347394540942,-0.709677419354838,-0.451612903225806,-0.561120543293718,-0.868817204301075,-0.69106699751861,-0.387096774193548,-0.677419354838709,0.313782991202346,-0.292803970223325,-0.774193548387096,0.580645161290323,-0.60752688172043,-0.485768500948766,0.459459459459459,-0.482127288578901,0.512406947890819,0.258064516129032,-0.290322580645161,0.739130434782609,-0.362519201228879,0.491935483870968,0.37741935483871,0.566666666666667,0.586206896551724,-0.473118279569892,0.721407624633431,-0.5,-0.483870967741935,-0.421252371916508,-0.442396313364055,0.505376344086022,0.902150537634409,0.370506912442396,0.661935483870968,0.764784946236559,0.649769585253456,0.709677419354839
"Regulation Of G Protein Coupled Receptor Signaling Pathway",0.75,0.40625,0.75,0.653846153846154,0.96875,0.598214285714286,0.875,0.8125,0.690340909090909,0.68,0.64375,-0.683035714285714,0.75,-0.422697368421053,0.40625,-0.46875,0.423611111111111,0.614583333333333,0.625,0.559210526315789,-0.6875,-0.65625,-0.802083333333333,-0.8125,0.59375,-0.485991379310345,-0.851102941176471,0.65625,0.53125,-0.8125,-0.760416666666667,-0.53125,-0.71875,-0.772916666666667,-0.670955882352941,0.730654761904762,-0.84375,-0.758223684210526,-0.6875,-0.6875
"Regulation Of Growth",-0.633333333333333,-0.552380952380952,0.566666666666667,-0.526086956521739,0.511111111111111,-0.566666666666667,-0.566666666666667,-0.490909090909091,-0.333333333333333,0.596396396396397,0.459770114942529,0.333333333333333,0.317948717948718,-0.333333333333333,-0.352631578947368,0.705555555555555,-0.370833333333333,-0.527272727272727,-0.523404255319149,0.488888888888889,0.365248226950355,-0.416091954022988,0.435897435897436,0.421621621621622,-0.483333333333333,-0.433333333333333,0.310752688172043,0.447368421052632,0.288888888888889,-0.457142857142857,-0.370833333333333,0.705376344086021,0.515151515151515,-0.63265306122449,0.515151515151515,0.711111111111111,0.469047619047619,0.641666666666667,0.411111111111111,0.46
"Regulation Of Hemopoiesis",-0.516129032258065,-0.34375,-0.715277777777778,-0.6875,0.46875,-0.90625,-0.9375,-0.53125,-0.375,-0.65625,-0.28125,-0.367559523809524,-0.75,0.5625,-0.78125,-0.577083333333333,-0.71875,0.415178571428571,0.589673913043478,0.447916666666667,-0.490808823529412,0.772727272727273,0.5625,0.75,-0.34375,-0.473557692307692,-0.416666666666667,-0.581730769230769,0.60625,-0.5,-0.46875,0.44375,-0.580882352941176,-0.46875,0.875,0.75,0.819852941176471,0.803571428571429,0.540178571428571,0.8125
"Regulation Of Immune Response",-0.516129032258065,-0.34375,-0.715277777777778,-0.6875,0.46875,-0.90625,-0.9375,-0.53125,-0.375,-0.65625,-0.28125,-0.367559523809524,-0.75,0.5625,-0.78125,-0.577083333333333,-0.71875,0.415178571428571,0.589673913043478,0.447916666666667,-0.490808823529412,0.772727272727273,0.5625,0.75,-0.34375,-0.473557692307692,-0.416666666666667,-0.581730769230769,0.60625,-0.5,-0.46875,0.44375,-0.580882352941176,-0.46875,0.875,0.75,0.819852941176471,0.803571428571429,0.540178571428571,0.8125
"Regulation Of Immune System Process",-0.457142857142857,-0.261786600496278,-0.45400238948626,-0.463133640552995,0.588709677419355,-0.765294771968854,-0.45400238948626,-0.543010752688172,0.354838709677419,-0.451612903225806,-0.346041055718475,-0.567937438905181,0.435483870967742,0.580645161290323,-0.806451612903225,0.483870967741935,-0.436491935483871,0.3841642228739,-0.368788142981691,0.354838709677419,0.354838709677419,0.472222222222222,0.667861409796894,0.341935483870968,-0.523297491039426,-0.419354838709677,-0.290322580645161,-0.473118279569892,0.340725806451613,0.547670250896057,-0.483870967741935,0.318709677419355,-0.57685009487666,-0.727272727272727,0.435483870967742,0.658602150537634,0.817836812144213,0.696480938416422,0.539170506912442,0.533724340175953
"Regulation Of Inflammatory Response",-0.554388597149287,-0.40752688172043,-0.620347394540942,-0.709677419354838,-0.451612903225806,-0.561120543293718,-0.868817204301075,-0.69106699751861,-0.387096774193548,-0.677419354838709,0.313782991202346,-0.292803970223325,-0.774193548387096,0.580645161290323,-0.60752688172043,-0.485768500948766,0.459459459459459,-0.482127288578901,0.512406947890819,0.258064516129032,-0.290322580645161,0.739130434782609,-0.362519201228879,0.491935483870968,0.37741935483871,0.566666666666667,0.586206896551724,-0.473118279569892,0.721407624633431,-0.5,-0.483870967741935,-0.421252371916508,-0.442396313364055,0.505376344086022,0.902150537634409,0.370506912442396,0.661935483870968,0.764784946236559,0.649769585253456,0.709677419354839
"Regulation Of Leukocyte Differentiation",-0.516129032258065,-0.34375,-0.715277777777778,-0.6875,0.46875,-0.90625,-0.9375,-0.53125,-0.375,-0.65625,-0.28125,-0.367559523809524,-0.75,0.5625,-0.78125,-0.577083333333333,-0.71875,0.415178571428571,0.589673913043478,0.447916666666667,-0.490808823529412,0.772727272727273,0.5625,0.75,-0.34375,-0.473557692307692,-0.416666666666667,-0.581730769230769,0.60625,-0.5,-0.46875,0.44375,-0.580882352941176,-0.46875,0.875,0.75,0.819852941176471,0.803571428571429,0.540178571428571,0.8125
"Regulation Of Lipid Kinase Activity",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Regulation Of Lymphocyte Activation",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Regulation Of Multicellular Organismal Development",-0.5,-0.556682027649769,-0.672325976230899,-0.709677419354838,-0.757215619694397,-0.870967741935483,-0.96774193548387,-0.670087976539589,-0.439324116743471,0.360448807854137,0.43424317617866,0.40752688172043,-0.709677419354838,-0.431451612903226,-0.643758765778401,-0.449820788530466,-0.820683111954459,-0.473118279569892,0.36405529953917,0.354838709677419,0.284562211981567,0.67741935483871,0.548387096774194,0.774193548387097,0.404692082111437,-0.541935483870967,-0.592375366568915,0.566666666666667,0.511921458625526,-0.484848484848484,0.683467741935484,0.635673624288425,0.5,0.603225806451613,0.817836812144213,0.774193548387097,0.768817204301075,0.867511520737327,0.452590420332356,0.729528535980149
"Regulation Of Neurotransmitter Receptor Activity",0.40625,0.625,-0.9375,-0.96875,-0.39375,-0.573863636363636,-0.625,0.639705882352941,-0.5,-0.629464285714286,-0.9375,-0.551724137931034,-0.65625,-0.4975,0.520474137931034,-0.55625,-0.78125,0.894736842105263,-0.625,0.598214285714286,-0.625,0.9375,-0.645833333333333,0.78125,-0.375,-0.573863636363636,0.76875,0.369485294117647,0.84375,0.71875,0.8125,-0.5,0.513392857142857,0.459558823529412,0.810855263157895,0.875,0.559210526315789,0.85,-0.34375,0.85
"Regulation Of Phosphatidylinositol 3 Kinase Activity",-0.8,-0.65625,0.625,-0.4375,0.766826923076923,-0.625,-0.456018518518519,-0.71875,0.65625,-0.4375,0.3125,-0.420454545454545,0.589673913043478,0.5625,-0.8125,0.76875,0.65625,-0.68125,-0.78125,-0.65625,0.6875,-0.674342105263158,0.75,-0.420454545454545,-0.71875,0.5625,0.625,-0.645833333333333,0.444711538461538,-0.551724137931034,-0.46875,0.549632352941177,0.625,-0.8,-0.870833333333333,0.51875,0.9375,0.75,0.96875,0.514945652173913
"Regulation Of Phosphorus Metabolic Process",-0.633333333333333,-0.552380952380952,0.566666666666667,-0.526086956521739,0.511111111111111,-0.566666666666667,-0.566666666666667,-0.490909090909091,-0.333333333333333,0.596396396396397,0.459770114942529,0.333333333333333,0.317948717948718,-0.333333333333333,-0.352631578947368,0.705555555555555,-0.370833333333333,-0.527272727272727,-0.523404255319149,0.488888888888889,0.365248226950355,-0.416091954022988,0.435897435897436,0.421621621621622,-0.483333333333333,-0.433333333333333,0.310752688172043,0.447368421052632,0.288888888888889,-0.457142857142857,-0.370833333333333,0.705376344086021,0.515151515151515,-0.63265306122449,0.515151515151515,0.711111111111111,0.469047619047619,0.641666666666667,0.411111111111111,0.46
"Regulation Of Protein Kinase Activity",-0.8125,-0.454861111111111,0.59375,-0.5625,0.944444444444444,-0.65625,-0.604166666666667,-0.310661764705882,0.65625,0.619318181818182,0.65625,0.65625,-0.78125,-0.46875,0.444711538461538,0.639705882352941,0.53125,-0.310661764705882,0.494047619047619,0.6875,-0.727272727272727,0.625,-0.525297619047619,0.614583333333333,-0.71875,-0.40625,0.625,-0.8125,0.71875,-0.761904761904762,-0.8125,0.84375,-0.53125,-0.758223684210526,0.944444444444444,0.75,0.493055555555556,0.597222222222222,0.484879032258065,0.90625
"Regulation Of Protein Modification Process",-0.662068965517241,-0.4,0.566666666666667,-0.293939393939394,-0.414728682170542,-0.461904761904762,-0.664341085271318,-0.478571428571429,-0.489583333333333,0.429166666666667,0.7,0.466666666666667,-0.733333333333333,0.450574712643678,0.607246376811594,0.348148148148148,-0.345098039215686,-0.647286821705426,-0.354901960784314,0.35,-0.484848484848485,-0.366666666666667,-0.42,0.496969696969697,0.442857142857143,-0.433333333333333,0.276190476190476,-0.506410256410256,0.645098039215686,-0.484848484848485,-0.370833333333333,0.654545454545455,0.472222222222222,-0.36140350877193,0.566666666666667,0.460544217687075,0.361904761904762,0.74375,0.574509803921569,0.677777777777778
"Regulation Of Protein Phosphorylation",-0.767990074441687,-0.64516129032258,0.548387096774194,-0.659677419354838,0.515151515151515,-0.6848635235732,-0.778552746294681,-0.510155316606929,-0.354838709677419,0.665085388994307,0.67741935483871,0.67741935483871,-0.709677419354838,-0.52073732718894,0.385984427141268,0.612903225806452,-0.635483870967742,-0.556451612903226,-0.380254154447703,0.58765778401122,-0.484848484848485,0.645161290322581,-0.494134897360704,0.726451612903226,-0.309677419354839,-0.47438330170778,-0.258064516129032,0.472222222222222,0.584677419354839,-0.727272727272727,-0.418242491657397,0.870967741935484,0.515151515151515,-0.422287390029325,0.894736842105263,0.774193548387097,0.471198156682028,0.746975806451613,0.412186379928315,0.778225806451613
"Regulation Of Proteolysis",-0.727272727272727,-0.84375,0.625,-0.71875,-0.5625,-0.8125,-0.573863636363636,-0.599431818181818,0.65625,0.664402173913043,0.75,0.8125,-0.78125,0.568181818181818,0.395,0.684027777777778,0.65625,-0.8125,-0.71875,-0.6875,0.65625,-0.71875,-0.666666666666667,0.59375,-0.71875,0.625,-0.40625,-0.65625,0.684027777777778,-1,0.53125,0.389204545454545,0.65625,-0.5625,-0.638888888888889,0.446022727272727,0.454741379310345,0.78125,0.810855263157895,0.60625
"Regulation Of Response To External Stimulus",-0.554388597149287,-0.40752688172043,-0.620347394540942,-0.709677419354838,-0.451612903225806,-0.561120543293718,-0.868817204301075,-0.69106699751861,-0.387096774193548,-0.677419354838709,0.313782991202346,-0.292803970223325,-0.774193548387096,0.580645161290323,-0.60752688172043,-0.485768500948766,0.459459459459459,-0.482127288578901,0.512406947890819,0.258064516129032,-0.290322580645161,0.739130434782609,-0.362519201228879,0.491935483870968,0.37741935483871,0.566666666666667,0.586206896551724,-0.473118279569892,0.721407624633431,-0.5,-0.483870967741935,-0.421252371916508,-0.442396313364055,0.505376344086022,0.902150537634409,0.370506912442396,0.661935483870968,0.764784946236559,0.649769585253456,0.709677419354839
"Regulation Of Response To Stress",-0.508695652173913,0.401515151515151,-0.433333333333333,-0.366666666666667,-0.5,-0.431914893617021,-0.6,-0.651851851851852,-0.4,-0.7,0.441935483870968,-0.3875,-0.8,0.6,0.414634146341463,-0.483333333333333,0.541176470588235,-0.583333333333333,0.488888888888889,-0.422222222222222,-0.3,0.53125,-0.3,0.295833333333333,0.537837837837838,0.53125,0.5,-0.672043010752688,0.693798449612403,0.461240310077519,-0.466666666666667,-0.473983739837398,-0.4,0.4,0.640650406504065,-0.493333333333333,0.670833333333333,0.758333333333333,0.756140350877193,0.6375
"Regulation Of Signaling Receptor Activity",-0.666666666666666,-0.278709677419355,-0.810483870967741,-0.801075268817204,-0.362519201228879,-0.667931688804554,-0.769892473118279,0.370967741935484,0.516129032258065,-0.64516129032258,-0.706912442396313,-0.41025641025641,-0.677419354838709,-0.45400238948626,-0.512981904012588,-0.444892473118279,-0.601779755283648,0.607142857142857,-0.64516129032258,0.385398981324278,0.387096774193549,0.78842504743833,-0.306451612903226,0.806451612903226,-0.431899641577061,-0.47394540942928,0.634408602150538,-0.371565113500597,0.870967741935484,-0.484848484848485,0.723118279569892,0.588709677419355,0.561827956989247,0.33026113671275,0.767741935483871,0.741935483870968,0.726755218216319,0.812316715542522,0.539170506912442,0.847248576850095
